sheet,cell,names,label,dv_type,dv_op,dv_formula,status,implemented_in
Income Details,AW7,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AO54,IncD.IncomeFromSal;PartB,,whole,,0,TO_IMPLEMENT,
Income Details,AP54,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ54,,,whole,,0,TO_IMPLEMENT,
Income Details,AR54,,,whole,,0,TO_IMPLEMENT,
Income Details,AS54,,,whole,,0,TO_IMPLEMENT,
Income Details,AT54,,,whole,,0,TO_IMPLEMENT,
Income Details,AU54,,,whole,,0,TO_IMPLEMENT,
Income Details,AV54,,,whole,,0,TO_IMPLEMENT,
Income Details,AW54,,,whole,,0,TO_IMPLEMENT,
Income Details,AO55,IncD.Allowances,,whole,,0,TO_IMPLEMENT,
Income Details,AP55,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ55,,,whole,,0,TO_IMPLEMENT,
Income Details,AR55,,,whole,,0,TO_IMPLEMENT,
Income Details,AS55,,,whole,,0,TO_IMPLEMENT,
Income Details,AT55,,,whole,,0,TO_IMPLEMENT,
Income Details,AU55,,,whole,,0,TO_IMPLEMENT,
Income Details,AV55,,,whole,,0,TO_IMPLEMENT,
Income Details,AW55,,,whole,,0,TO_IMPLEMENT,
Income Details,AO64,Less_allowance,,whole,,0,TO_IMPLEMENT,
Income Details,AO77,IncD.TypeOfHP,,list,,"""(Select),Self Occupied, Let Out,Deemed Let Out""",TO_IMPLEMENT,
Income Details,AP77,,(Select),list,,"""(Select),Self Occupied, Let Out,Deemed Let Out""",TO_IMPLEMENT,
Income Details,AQ77,,(Select),list,,"""(Select),Self Occupied, Let Out,Deemed Let Out""",TO_IMPLEMENT,
Income Details,AR77,,(Select),list,,"""(Select),Self Occupied, Let Out,Deemed Let Out""",TO_IMPLEMENT,
Income Details,AS77,,(Select),list,,"""(Select),Self Occupied, Let Out,Deemed Let Out""",TO_IMPLEMENT,
Income Details,AT77,,(Select),list,,"""(Select),Self Occupied, Let Out,Deemed Let Out""",TO_IMPLEMENT,
Income Details,AU77,,(Select),list,,"""(Select),Self Occupied, Let Out,Deemed Let Out""",TO_IMPLEMENT,
Income Details,AV77,,(Select),list,,"""(Select),Self Occupied, Let Out,Deemed Let Out""",TO_IMPLEMENT,
Income Details,AW77,,(Select),list,,"""(Select),Self Occupied, Let Out,Deemed Let Out""",TO_IMPLEMENT,
Income Details,AO81,IncD.StandardDeduction,,whole,,0,TO_IMPLEMENT,
Income Details,AP81,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ81,,,whole,,0,TO_IMPLEMENT,
Income Details,AR81,,,whole,,0,TO_IMPLEMENT,
Income Details,AS81,,,whole,,0,TO_IMPLEMENT,
Income Details,AT81,,,whole,,0,TO_IMPLEMENT,
Income Details,AU81,,,whole,,0,TO_IMPLEMENT,
Income Details,AV81,,,whole,,0,TO_IMPLEMENT,
Income Details,AW81,,,whole,,0,TO_IMPLEMENT,
Income Details,AN50,sheet1.OrigRetFiledDate,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AO50,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AP50,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AQ50,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AR50,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AS50,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AT50,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AU50,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AV50,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,AW50,,,textLength,equal,10,TO_IMPLEMENT,
Income Details,K142,SELECT80DB,b) Medical expenditure,list,,Selection80DB,TO_IMPLEMENT,
Income Details,L142,,(Select),list,,Selection80DB,TO_IMPLEMENT,
Income Details,M142,,(Select),list,,Selection80DB,TO_IMPLEMENT,
Income Details,N142,,(Select),list,,Selection80DB,TO_IMPLEMENT,
Income Details,O142,,(Select),list,,Selection80DB,TO_IMPLEMENT,
Income Details,P142,,(Select),list,,Selection80DB,TO_IMPLEMENT,
Income Details,Q142,,(Select),list,,Selection80DB,TO_IMPLEMENT,
Income Details,R142,,(Select),list,,Selection80DB,TO_IMPLEMENT,
Income Details,S142,,(Select),list,,Selection80DB,TO_IMPLEMENT,
Income Details,T142,,(Select),list,,Selection80DB,TO_IMPLEMENT,
Income Details,U142,,(Select),list,,Selection80DB,TO_IMPLEMENT,
Income Details,V142,,(Select),list,,Selection80DB,TO_IMPLEMENT,
Income Details,W142,,,list,,Selection80DB,TO_IMPLEMENT,
Income Details,X142,,,list,,Selection80DB,TO_IMPLEMENT,
Income Details,K143,SELECT80DC,c) Preventive health check-up,list,,Selection80DC,TO_IMPLEMENT,
Income Details,L143,,(Select),list,,Selection80DC,TO_IMPLEMENT,
Income Details,M143,,(Select),list,,Selection80DC,TO_IMPLEMENT,
Income Details,N143,,(Select),list,,Selection80DC,TO_IMPLEMENT,
Income Details,O143,,(Select),list,,Selection80DC,TO_IMPLEMENT,
Income Details,P143,,(Select),list,,Selection80DC,TO_IMPLEMENT,
Income Details,Q143,,(Select),list,,Selection80DC,TO_IMPLEMENT,
Income Details,R143,,(Select),list,,Selection80DC,TO_IMPLEMENT,
Income Details,S143,,(Select),list,,Selection80DC,TO_IMPLEMENT,
Income Details,T143,,(Select),list,,Selection80DC,TO_IMPLEMENT,
Income Details,U143,,(Select),list,,Selection80DC,TO_IMPLEMENT,
Income Details,V143,,(Select),list,,Selection80DC,TO_IMPLEMENT,
Income Details,W143,,,list,,Selection80DC,TO_IMPLEMENT,
Income Details,X143,,,list,,Selection80DC,TO_IMPLEMENT,
Income Details,K141,SELECT80D,a) Health insurance premium,list,,Selection80D,TO_IMPLEMENT,
Income Details,L141,,(Select),list,,Selection80D,TO_IMPLEMENT,
Income Details,M141,,(Select),list,,Selection80D,TO_IMPLEMENT,
Income Details,N141,,(Select),list,,Selection80D,TO_IMPLEMENT,
Income Details,O141,,(Select),list,,Selection80D,TO_IMPLEMENT,
Income Details,P141,,(Select),list,,Selection80D,TO_IMPLEMENT,
Income Details,Q141,,(Select),list,,Selection80D,TO_IMPLEMENT,
Income Details,R141,,(Select),list,,Selection80D,TO_IMPLEMENT,
Income Details,S141,,(Select),list,,Selection80D,TO_IMPLEMENT,
Income Details,T141,,(Select),list,,Selection80D,TO_IMPLEMENT,
Income Details,U141,,(Select),list,,Selection80D,TO_IMPLEMENT,
Income Details,V141,,(Select),list,,Selection80D,TO_IMPLEMENT,
Income Details,W141,,,list,,Selection80D,TO_IMPLEMENT,
Income Details,X141,,,list,,Selection80D,TO_IMPLEMENT,
Income Details,AB141,IncD.Section80D,5ga,whole,,0,TO_IMPLEMENT,
Income Details,AC141,,5ga,whole,,0,TO_IMPLEMENT,
Income Details,AD141,,5ga,whole,,0,TO_IMPLEMENT,
Income Details,AE141,,5ga,whole,,0,TO_IMPLEMENT,
Income Details,AF141,,5ga,whole,,0,TO_IMPLEMENT,
Income Details,AG141,,5ga,whole,,0,TO_IMPLEMENT,
Income Details,AH141,,5ga,whole,,0,TO_IMPLEMENT,
Income Details,AI141,,5ga,whole,,0,TO_IMPLEMENT,
Income Details,AJ141,,5ga,whole,,0,TO_IMPLEMENT,
Income Details,AK141,,,whole,,0,TO_IMPLEMENT,
Income Details,AL141,,,whole,,0,TO_IMPLEMENT,
Income Details,AM141,,,whole,,0,TO_IMPLEMENT,
Income Details,AB142,IncD.Section80DB,5gb,whole,,0,TO_IMPLEMENT,
Income Details,AC142,,5gb,whole,,0,TO_IMPLEMENT,
Income Details,AD142,,5gb,whole,,0,TO_IMPLEMENT,
Income Details,AE142,,5gb,whole,,0,TO_IMPLEMENT,
Income Details,AF142,,5gb,whole,,0,TO_IMPLEMENT,
Income Details,AG142,,5gb,whole,,0,TO_IMPLEMENT,
Income Details,AH142,,5gb,whole,,0,TO_IMPLEMENT,
Income Details,AI142,,5gb,whole,,0,TO_IMPLEMENT,
Income Details,AJ142,,5gb,whole,,0,TO_IMPLEMENT,
Income Details,AK142,,,whole,,0,TO_IMPLEMENT,
Income Details,AL142,,,whole,,0,TO_IMPLEMENT,
Income Details,AB143,IncD.Section80DC,5gc,whole,,0,TO_IMPLEMENT,
Income Details,AC143,,5gc,whole,,0,TO_IMPLEMENT,
Income Details,AD143,,5gc,whole,,0,TO_IMPLEMENT,
Income Details,AE143,,5gc,whole,,0,TO_IMPLEMENT,
Income Details,AF143,,5gc,whole,,0,TO_IMPLEMENT,
Income Details,AG143,,5gc,whole,,0,TO_IMPLEMENT,
Income Details,AH143,,5gc,whole,,0,TO_IMPLEMENT,
Income Details,AI143,,5gc,whole,,0,TO_IMPLEMENT,
Income Details,AJ143,,5gc,whole,,0,TO_IMPLEMENT,
Income Details,AK143,,,whole,,0,TO_IMPLEMENT,
Income Details,AL143,,,whole,,0,TO_IMPLEMENT,
Income Details,AO73,IncD.Deduction16ia,,whole,,0,TO_IMPLEMENT,
Income Details,AP73,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ73,,,whole,,0,TO_IMPLEMENT,
Income Details,AR73,,,whole,,0,TO_IMPLEMENT,
Income Details,AS73,,,whole,,0,TO_IMPLEMENT,
Income Details,AT73,,,whole,,0,TO_IMPLEMENT,
Income Details,AU73,,,whole,,0,TO_IMPLEMENT,
Income Details,AV73,,,whole,,0,TO_IMPLEMENT,
Income Details,AW73,,,whole,,0,TO_IMPLEMENT,
Income Details,AB159,IncD.Section80TTB,5r,whole,,0,TO_IMPLEMENT,
Income Details,AC159,,5r,whole,,0,TO_IMPLEMENT,
Income Details,AD159,,5r,whole,,0,TO_IMPLEMENT,
Income Details,AE159,,5r,whole,,0,TO_IMPLEMENT,
Income Details,AF159,,5r,whole,,0,TO_IMPLEMENT,
Income Details,AG159,,5r,whole,,0,TO_IMPLEMENT,
Income Details,AH159,,5r,whole,,0,TO_IMPLEMENT,
Income Details,AI159,,5r,whole,,0,TO_IMPLEMENT,
Income Details,AJ159,,5r,whole,,0,TO_IMPLEMENT,
Income Details,AK159,,,whole,,0,TO_IMPLEMENT,
Income Details,AL159,,,whole,,0,TO_IMPLEMENT,
Income Details,Z66,Others.Amount_1,Amount,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AA66,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AB66,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AC66,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AD66,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AE66,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AF66,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AG66,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AH66,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AI66,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AJ66,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AK66,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AL66,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AM66,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AN66,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,Z67,,Amount,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AA67,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AB67,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AC67,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AD67,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AE67,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AF67,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AG67,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AH67,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AI67,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AJ67,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AK67,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AL67,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AM67,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AN67,,,textLength,lessThanOrEqual,125,TO_IMPLEMENT,
Income Details,AO86,,,,,,TO_IMPLEMENT,
Income Details,AP86,,Amount,,,,TO_IMPLEMENT,
Income Details,AQ86,,Amount,,,,TO_IMPLEMENT,
Income Details,AR86,,Amount,,,,TO_IMPLEMENT,
Income Details,AS86,,Amount,,,,TO_IMPLEMENT,
Income Details,AT86,,Amount,,,,TO_IMPLEMENT,
Income Details,AU86,,Amount,,,,TO_IMPLEMENT,
Income Details,AV86,,Amount,,,,TO_IMPLEMENT,
Income Details,AW86,,Amount,,,,TO_IMPLEMENT,
Income Details,AO57,IncD.Profits,,whole,,0,TO_IMPLEMENT,
Income Details,AP57,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ57,,,whole,,0,TO_IMPLEMENT,
Income Details,AR57,,,whole,,0,TO_IMPLEMENT,
Income Details,AS57,,,whole,,0,TO_IMPLEMENT,
Income Details,AT57,,,whole,,0,TO_IMPLEMENT,
Income Details,AU57,,,whole,,0,TO_IMPLEMENT,
Income Details,AV57,,,whole,,0,TO_IMPLEMENT,
Income Details,AW57,,,whole,,0,TO_IMPLEMENT,
Income Details,AO75,IncD.Deduction16ic,,whole,,0,TO_IMPLEMENT,
Income Details,AP75,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ75,,,whole,,0,TO_IMPLEMENT,
Income Details,AR75,,,whole,,0,TO_IMPLEMENT,
Income Details,AS75,,,whole,,0,TO_IMPLEMENT,
Income Details,AT75,,,whole,,0,TO_IMPLEMENT,
Income Details,AU75,,,whole,,0,TO_IMPLEMENT,
Income Details,AV75,,,whole,,0,TO_IMPLEMENT,
Income Details,AW75,,,whole,,0,TO_IMPLEMENT,
Income Details,H168,Others.NOI;Others_NOI2,Category,list,,Nature_TP,TO_IMPLEMENT,
Income Details,I168,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,J168,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,K168,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,L168,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,M168,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,N168,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,O168,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,P168,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,Q168,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,R168,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,S168,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,H169,,Category,list,,Nature_TP,TO_IMPLEMENT,
Income Details,I169,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,J169,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,K169,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,L169,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,M169,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,N169,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,O169,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,P169,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,Q169,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,R169,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,S169,,,list,,Nature_TP,TO_IMPLEMENT,
Income Details,AP168,Others.Amount,Amount,whole,,0,TO_IMPLEMENT,
Income Details,AP169,,Amount,whole,,0,TO_IMPLEMENT,
Income Details,AO83,IncD.Arrears,,whole,,0,TO_IMPLEMENT,
Income Details,AP83,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ83,,,whole,,0,TO_IMPLEMENT,
Income Details,AR83,,,whole,,0,TO_IMPLEMENT,
Income Details,AS83,,,whole,,0,TO_IMPLEMENT,
Income Details,AT83,,,whole,,0,TO_IMPLEMENT,
Income Details,AU83,,,whole,,0,TO_IMPLEMENT,
Income Details,AV83,,,whole,,0,TO_IMPLEMENT,
Income Details,AW83,,,whole,,0,TO_IMPLEMENT,
Income Details,AO110,IncD.LessDeduction57,,whole,,0,TO_IMPLEMENT,
Income Details,AP110,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ110,,,whole,,0,TO_IMPLEMENT,
Income Details,AR110,,,whole,,0,TO_IMPLEMENT,
Income Details,AS110,,,whole,,0,TO_IMPLEMENT,
Income Details,AT110,,,whole,,0,TO_IMPLEMENT,
Income Details,AU110,,,whole,,0,TO_IMPLEMENT,
Income Details,AV110,,,whole,,0,TO_IMPLEMENT,
Income Details,AW110,,,whole,,0,TO_IMPLEMENT,
Income Details,AO74,IncD.Deduction16,,whole,,0,TO_IMPLEMENT,
Income Details,AP74,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ74,,,whole,,0,TO_IMPLEMENT,
Income Details,AR74,,,whole,,0,TO_IMPLEMENT,
Income Details,AS74,,,whole,,0,TO_IMPLEMENT,
Income Details,AT74,,,whole,,0,TO_IMPLEMENT,
Income Details,AU74,,,whole,,0,TO_IMPLEMENT,
Income Details,AV74,,,whole,,0,TO_IMPLEMENT,
Income Details,AW74,,,whole,,0,TO_IMPLEMENT,
Income Details,AB138,IncD.Section80CCG,5f,whole,,0,TO_IMPLEMENT,
Income Details,AC138,,5f,whole,,0,TO_IMPLEMENT,
Income Details,AD138,,5f,whole,,0,TO_IMPLEMENT,
Income Details,AE138,,5f,whole,,0,TO_IMPLEMENT,
Income Details,AF138,,5f,whole,,0,TO_IMPLEMENT,
Income Details,AG138,,5f,whole,,0,TO_IMPLEMENT,
Income Details,AH138,,5f,whole,,0,TO_IMPLEMENT,
Income Details,AI138,,5f,whole,,0,TO_IMPLEMENT,
Income Details,AJ138,,5f,whole,,0,TO_IMPLEMENT,
Income Details,AK138,,,whole,,0,TO_IMPLEMENT,
Income Details,AL138,,,whole,,0,TO_IMPLEMENT,
Income Details,AM138,,,whole,,0,TO_IMPLEMENT,
Income Details,AB158,IncD.Section80TTA,5q,whole,,0,TO_IMPLEMENT,
Income Details,AC158,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AD158,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AE158,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AF158,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AG158,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AH158,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AI158,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AJ158,,5q,whole,,0,TO_IMPLEMENT,
Income Details,AK158,,,whole,,0,TO_IMPLEMENT,
Income Details,AL158,,,whole,,0,TO_IMPLEMENT,
Income Details,AO182,IncD.Section89,D6,whole,,0,TO_IMPLEMENT,
Income Details,AP182,,D6,whole,,0,TO_IMPLEMENT,
Income Details,AQ182,,D6,whole,,0,TO_IMPLEMENT,
Income Details,AR182,,D6,whole,,0,TO_IMPLEMENT,
Income Details,AS182,,D6,whole,,0,TO_IMPLEMENT,
Income Details,AT182,,D6,whole,,0,TO_IMPLEMENT,
Income Details,AU182,,D6,whole,,0,TO_IMPLEMENT,
Income Details,AV182,,D6,whole,,0,TO_IMPLEMENT,
Income Details,AW182,,D6,whole,,0,TO_IMPLEMENT,
Income Details,AO183,IncD.Section89A,13a,whole,,0,TO_IMPLEMENT,
Income Details,AP183,,13a,whole,,0,TO_IMPLEMENT,
Income Details,AQ183,,13a,whole,,0,TO_IMPLEMENT,
Income Details,AR183,,13a,whole,,0,TO_IMPLEMENT,
Income Details,AS183,,13a,whole,,0,TO_IMPLEMENT,
Income Details,AT183,,13a,whole,,0,TO_IMPLEMENT,
Income Details,AU183,,13a,whole,,0,TO_IMPLEMENT,
Income Details,AV183,,13a,whole,,0,TO_IMPLEMENT,
Income Details,AW183,,13a,whole,,0,TO_IMPLEMENT,
Income Details,AN141,IncD.Section80D_Calc,,whole,,0,TO_IMPLEMENT,
Income Details,AO141,,,whole,,0,TO_IMPLEMENT,
Income Details,AP141,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ141,,,whole,,0,TO_IMPLEMENT,
Income Details,AR141,,,whole,,0,TO_IMPLEMENT,
Income Details,AS141,,,whole,,0,TO_IMPLEMENT,
Income Details,AT141,,,whole,,0,TO_IMPLEMENT,
Income Details,AU141,,,whole,,0,TO_IMPLEMENT,
Income Details,AV141,,,whole,,0,TO_IMPLEMENT,
Income Details,AW141,,,whole,,0,TO_IMPLEMENT,
Income Details,AN33,sheet1.SeventhProvisoFlag,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AO33,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AP33,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AQ33,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AR33,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AS33,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AT33,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AU33,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AV33,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AW33,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AD34,Sheet1.DepositAmountFlag,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AE34,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AF34,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AG34,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AH34,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AI34,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AJ34,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AK34,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AL34,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AM34,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AD35,Sheet1.AggrigateAmountFlag,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AE35,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AF35,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AG35,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AH35,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AI35,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AJ35,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AK35,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AL35,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AD36,Sheet1.AggrigateAmountFlag1,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AE36,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AF36,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AG36,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AH36,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AI36,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AJ36,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AK36,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AL36,,,list,equal,"""(Select),Yes,No""",TO_IMPLEMENT,
Income Details,AO38,,,whole,,0,TO_IMPLEMENT,
Income Details,AP38,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ38,,,whole,,0,TO_IMPLEMENT,
Income Details,AR38,,,whole,,0,TO_IMPLEMENT,
Income Details,AS38,,,whole,,0,TO_IMPLEMENT,
Income Details,AT38,,,whole,,0,TO_IMPLEMENT,
Income Details,AU38,,,whole,,0,TO_IMPLEMENT,
Income Details,AV38,,,whole,,0,TO_IMPLEMENT,
Income Details,AW38,,,whole,,0,TO_IMPLEMENT,
Income Details,AO39,,,whole,,0,TO_IMPLEMENT,
Income Details,AP39,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ39,,,whole,,0,TO_IMPLEMENT,
Income Details,AR39,,,whole,,0,TO_IMPLEMENT,
Income Details,AS39,,,whole,,0,TO_IMPLEMENT,
Income Details,AT39,,,whole,,0,TO_IMPLEMENT,
Income Details,AU39,,,whole,,0,TO_IMPLEMENT,
Income Details,AV39,,,whole,,0,TO_IMPLEMENT,
Income Details,AW39,,,whole,,0,TO_IMPLEMENT,
Income Details,AO40,,,whole,,0,TO_IMPLEMENT,
Income Details,AP40,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ40,,,whole,,0,TO_IMPLEMENT,
Income Details,AR40,,,whole,,0,TO_IMPLEMENT,
Income Details,AS40,,,whole,,0,TO_IMPLEMENT,
Income Details,AT40,,,whole,,0,TO_IMPLEMENT,
Income Details,AU40,,,whole,,0,TO_IMPLEMENT,
Income Details,AV40,,,whole,,0,TO_IMPLEMENT,
Income Details,AW40,,,whole,,0,TO_IMPLEMENT,
Income Details,AN34,Sheet1.DepositAmount,,whole,,0,TO_IMPLEMENT,
Income Details,AO34,,,whole,,0,TO_IMPLEMENT,
Income Details,AP34,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ34,,,whole,,0,TO_IMPLEMENT,
Income Details,AR34,,,whole,,0,TO_IMPLEMENT,
Income Details,AS34,,,whole,,0,TO_IMPLEMENT,
Income Details,AT34,,,whole,,0,TO_IMPLEMENT,
Income Details,AU34,,,whole,,0,TO_IMPLEMENT,
Income Details,AV34,,,whole,,0,TO_IMPLEMENT,
Income Details,AW34,,,whole,,0,TO_IMPLEMENT,
Income Details,AN35,Sheet1.AggrigateAmount,,whole,,0,TO_IMPLEMENT,
Income Details,AO35,,,whole,,0,TO_IMPLEMENT,
Income Details,AP35,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ35,,,whole,,0,TO_IMPLEMENT,
Income Details,AR35,,,whole,,0,TO_IMPLEMENT,
Income Details,AS35,,,whole,,0,TO_IMPLEMENT,
Income Details,AT35,,,whole,,0,TO_IMPLEMENT,
Income Details,AU35,,,whole,,0,TO_IMPLEMENT,
Income Details,AV35,,,whole,,0,TO_IMPLEMENT,
Income Details,AW35,,,whole,,0,TO_IMPLEMENT,
Income Details,AN36,Sheet1.AggrigateAmount1,,whole,,0,TO_IMPLEMENT,
Income Details,AO36,,,whole,,0,TO_IMPLEMENT,
Income Details,AP36,,,whole,,0,TO_IMPLEMENT,
Income Details,AQ36,,,whole,,0,TO_IMPLEMENT,
Income Details,AR36,,,whole,,0,TO_IMPLEMENT,
Income Details,AS36,,,whole,,0,TO_IMPLEMENT,
Income Details,AT36,,,whole,,0,TO_IMPLEMENT,
Income Details,AU36,,,whole,,0,TO_IMPLEMENT,
Income Details,AV36,,,whole,,0,TO_IMPLEMENT,
Income Details,AW36,,,whole,,0,TO_IMPLEMENT,
